petName,enemyId,templateId,initNum,lvupPointSource,lvupPointEffective,baseVital,baseStr,baseTough,baseDex,get,poisonResist,paralysisResist,sleepResist,stoneResist,drunkResist,confusionResist,critical,counter,rare,lvMin,lvMax,enemyExp,hpMin,hpMax,attackMin,attackMax,defenseMin,defenseMax,agilityMin,agilityMax,rawVitalMin,rawVitalMax,rawStrMin,rawStrMax,rawToughMin,rawToughMax,rawDexMin,rawDexMax,growVitalMin,growVitalMax,growStrMin,growStrMax,growToughMin,growToughMax,growDexMin,growDexMax,rank,baseSum,earth,water,fire,wind,skill1,skill2,skill3,skill4,skill5,skill6,skill7,limitLevel,imageId
龟之盾,125,51,14,4.5,4,20,18,34,9,9,0,0,0,0,0,0,0,0,0,1,2,-1,19,35,3,6,5,9,0,3,252,576,224,540,448,828,98,378,95,185,84,174,169,266,37,121,4,81,30,0,0,70,1,2,-1,-1,-1,-1,-1,-1,100271
龟之盾,126,51,14,4.5,4,20,18,34,9,9,0,0,0,0,0,0,0,0,0,3,4,-1,30,50,4,9,7,13,1,5,396,832,352,780,704,1196,154,546,95,185,84,174,169,266,37,121,4,81,30,0,0,70,1,2,-1,-1,-1,-1,-1,-1,100271
龟之盾,127,51,14,4.5,4,20,18,34,9,9,0,0,0,0,0,0,0,0,0,4,6,-1,35,66,5,12,9,17,1,7,468,1088,416,1020,832,1564,182,714,95,185,84,174,169,266,37,121,4,81,30,0,0,70,1,2,-1,-1,-1,-1,-1,-1,100271
绿龟,128,52,14,4.5,4,19,19,35,8,9,0,0,0,0,0,0,0,0,0,1,2,-1,18,34,3,6,5,9,0,3,238,558,238,558,462,846,84,360,90,179,90,179,174,272,31,116,4,81,60,0,0,40,1,2,-1,-1,-1,-1,-1,-1,100272
绿龟,129,52,14,4.5,4,19,19,35,8,9,0,0,0,0,0,0,0,0,0,3,4,-1,29,49,5,9,8,13,1,5,374,806,374,806,726,1222,132,520,90,179,90,179,174,272,31,116,4,81,60,0,0,40,1,2,-1,-1,-1,-1,-1,-1,100272
绿龟,130,52,14,4.5,4,19,19,35,8,9,0,0,0,0,0,0,0,0,0,4,6,-1,34,65,5,12,9,17,1,6,442,1054,442,1054,858,1598,156,680,90,179,90,179,174,272,31,116,4,81,60,0,0,40,1,2,-1,-1,-1,-1,-1,-1,100272
乌力,140,1,10,4.5,4,20,12,15,25,11,0,0,0,0,0,0,1,1,0,1,1,-1,12,18,1,2,1,3,2,3,180,320,100,240,130,270,230,370,99,192,55,144,71,162,126,222,5,72,80,20,0,0,1,-1,-1,-1,-1,-1,-1,-1,100250
乌力,141,1,10,4.5,4,20,12,15,25,11,0,0,0,0,0,0,1,1,0,2,3,-1,17,33,2,5,2,5,3,6,252,576,140,432,182,486,322,666,99,192,55,144,71,162,126,222,5,72,80,20,0,0,1,-1,-1,-1,-1,-1,-1,-1,100250
乌力,142,1,10,4.5,4,20,12,15,25,11,0,0,0,0,0,0,1,1,0,3,5,-1,23,48,2,7,3,8,4,9,324,832,180,624,234,702,414,962,99,192,55,144,71,162,126,222,5,72,80,20,0,0,1,-1,-1,-1,-1,-1,-1,-1,100250
乌力斯坦,143,3,15,4.5,4,22,17,19,17,11,0,0,0,0,0,0,1,1,0,1,1,-1,20,29,2,5,3,5,2,4,300,510,225,435,255,465,225,435,110,204,82,174,93,186,82,174,5,75,100,0,0,0,1,20,-1,-1,-1,-1,-1,-1,100252
乌力斯坦,144,3,15,4.5,4,22,17,19,17,11,0,0,0,0,0,0,1,1,0,2,3,-1,26,44,3,7,4,8,2,6,380,782,285,667,323,713,285,667,110,204,82,174,93,186,82,174,5,75,100,0,0,0,1,20,-1,-1,-1,-1,-1,-1,100252
乌力斯坦,145,3,15,4.5,4,22,17,19,17,11,0,0,0,0,0,0,1,1,0,3,5,-1,31,60,4,10,5,11,3,8,460,1054,345,899,391,961,345,899,110,204,82,174,93,186,82,174,5,75,100,0,0,0,1,20,-1,-1,-1,-1,-1,-1,100252
多利凯拉,146,213,18,4.5,4,27,18,28,10,9,0,0,0,0,0,0,1,0,0,1,2,-1,28,47,3,8,5,10,1,4,450,858,288,660,468,880,144,484,132,226,84,174,137,232,42,127,4,83,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,100337
多利凯拉,147,213,18,4.5,4,27,18,28,10,9,0,0,0,0,0,0,1,0,0,2,4,-1,35,65,4,10,6,13,1,6,550,1170,352,900,572,1200,176,660,132,226,84,174,137,232,42,127,4,83,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,100337
多利凯拉,148,213,18,4.5,4,27,18,28,10,9,0,0,0,0,0,0,1,0,0,4,6,-1,47,82,6,13,9,17,2,8,750,1482,480,1140,780,1520,240,836,132,226,84,174,137,232,42,127,4,83,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,100337
贝恩达斯,149,212,16,4.5,4,28,17,28,11,9,0,0,0,0,0,0,1,0,0,1,2,-1,26,44,3,7,4,9,1,4,416,800,240,580,416,800,144,460,137,232,79,168,137,232,47,133,4,84,20,80,0,0,1,2,-1,-1,-1,-1,-1,-1,100336
贝恩达斯,150,212,16,4.5,4,28,17,28,11,9,0,0,0,0,0,0,1,0,0,2,4,-1,32,62,4,9,6,12,1,6,520,1120,300,812,520,1120,180,644,137,232,79,168,137,232,47,133,4,84,20,80,0,0,1,2,-1,-1,-1,-1,-1,-1,100336
贝恩达斯,151,212,16,4.5,4,28,17,28,11,9,0,0,0,0,0,0,1,0,0,4,6,-1,45,79,5,12,8,16,2,8,728,1440,420,1044,728,1440,252,828,137,232,79,168,137,232,47,133,4,84,20,80,0,0,1,2,-1,-1,-1,-1,-1,-1,100336
邦洛洛克斯,152,331,22,4.5,4,24,19,24,18,7,0,0,0,0,0,0,1,0,0,10,10,-1,88,122,13,21,15,24,9,17,1276,2088,986,1798,1276,2088,928,1740,112,201,86,173,112,201,81,168,3,85,40,60,0,0,1,2,-1,-1,-1,-1,-1,-1,100384
邦洛洛克斯,153,331,22,4.5,4,24,19,24,18,7,0,0,0,0,0,0,1,0,0,1,1,-1,33,46,4,8,5,9,3,6,484,792,374,682,484,792,352,660,112,201,86,173,112,201,81,168,3,85,40,60,0,0,1,2,-1,-1,-1,-1,-1,-1,100384
布比,156,11,15,4.5,4,42,20,16,12,5,0,0,0,0,0,0,2,0,0,1,1,-1,31,40,3,5,3,5,1,3,600,810,270,480,210,420,150,360,196,291,88,172,68,151,49,129,2,90,80,20,0,0,1,-1,-1,-1,-1,-1,-1,-1,100254
布比,157,11,15,4.5,4,42,20,16,12,5,0,0,0,0,0,0,2,0,0,8,10,-1,91,137,10,19,8,18,4,12,1720,2754,774,1632,602,1428,430,1224,196,291,88,172,68,151,49,129,2,90,80,20,0,0,1,-1,-1,-1,-1,-1,-1,-1,100254
布比,158,11,15,4.5,4,42,20,16,12,5,0,0,0,0,0,0,2,0,0,9,11,-1,99,148,11,21,9,19,4,13,1880,2970,846,1760,658,1540,470,1320,196,291,88,172,68,151,49,129,2,90,80,20,0,0,1,-1,-1,-1,-1,-1,-1,-1,100254
布比,159,11,15,4.5,4,42,20,16,12,5,0,0,0,0,0,0,2,0,0,10,12,-1,108,159,12,22,10,20,5,14,2040,3186,918,1888,714,1652,510,1416,196,291,88,172,68,151,49,129,2,90,80,20,0,0,1,-1,-1,-1,-1,-1,-1,-1,100254
布伊,160,13,22,4.5,4,44,21,16,13,5,0,0,0,0,0,0,2,0,0,1,1,-1,48,61,5,8,4,7,2,5,924,1232,418,726,308,616,242,550,205,302,93,178,68,151,53,135,2,94,60,40,0,0,1,-1,-1,-1,-1,-1,-1,-1,100256
布伊,161,13,22,4.5,4,44,21,16,13,5,0,0,0,0,0,0,2,0,0,9,11,-1,119,173,13,24,11,22,5,15,2268,3472,1026,2046,756,1736,594,1550,205,302,93,178,68,151,53,135,2,94,60,40,0,0,1,-1,-1,-1,-1,-1,-1,-1,100256
布伊,163,13,22,4.5,4,44,21,16,13,5,0,0,0,0,0,0,2,0,0,10,12,-1,128,184,14,26,12,23,6,16,2436,3696,1102,2178,812,1848,638,1650,205,302,93,178,68,151,53,135,2,94,60,40,0,0,1,-1,-1,-1,-1,-1,-1,-1,100256
布伊,164,13,22,4.5,4,44,21,16,13,5,0,0,0,0,0,0,2,0,0,11,13,-1,137,196,15,28,13,24,6,17,2604,3920,1178,2310,868,1960,682,1750,205,302,93,178,68,151,53,135,2,94,60,40,0,0,1,-1,-1,-1,-1,-1,-1,-1,100256
呼拔拔,165,72,24,4.5,4,22,24,19,27,5,0,0,0,0,0,0,0,3,0,1,1,-1,36,50,6,10,5,8,6,9,480,816,528,864,408,744,600,936,98,183,107,194,83,167,122,210,2,92,0,0,60,40,1,2,-1,-1,-1,-1,-1,-1,100280
呼拔拔,167,72,24,4.5,4,22,24,19,27,5,0,0,0,0,0,0,0,3,0,10,13,-1,92,152,16,30,13,26,15,28,1200,2448,1320,2592,1020,2232,1500,2808,98,183,107,194,83,167,122,210,2,92,0,0,60,40,1,2,-1,-1,-1,-1,-1,-1,100280
呼拔拔,168,72,24,4.5,4,22,24,19,27,5,0,0,0,0,0,0,0,3,0,12,15,-1,104,169,18,33,15,29,17,31,1360,2720,1496,2880,1156,2480,1700,3120,98,183,107,194,83,167,122,210,2,92,0,0,60,40,1,2,-1,-1,-1,-1,-1,-1,100280
呼拔拔,169,72,24,4.5,4,22,24,19,27,5,0,0,0,0,0,0,0,3,0,14,17,-1,117,186,20,36,17,32,19,34,1520,2992,1672,3168,1292,2728,1900,3432,98,183,107,194,83,167,122,210,2,92,0,0,60,40,1,2,-1,-1,-1,-1,-1,-1,100280
鲁尼帖斯,170,74,22,4.5,4,23,23,25,22,5,0,0,0,0,0,0,0,3,0,1,1,-1,34,47,5,9,6,9,4,7,462,770,462,770,506,814,440,748,102,189,102,189,112,199,98,183,2,93,100,0,0,0,1,2,-1,-1,-1,-1,-1,-1,100282
鲁尼帖斯,171,74,22,4.5,4,23,23,25,22,5,0,0,0,0,0,0,0,3,0,11,14,-1,97,159,16,30,17,31,12,25,1302,2590,1302,2590,1426,2738,1240,2516,102,189,102,189,112,199,98,183,2,93,100,0,0,0,1,2,-1,-1,-1,-1,-1,-1,100282
鲁尼帖斯,172,74,22,4.5,4,23,23,25,22,5,0,0,0,0,0,0,0,3,0,13,16,-1,110,177,18,33,20,35,14,27,1470,2870,1470,2870,1610,3034,1400,2788,102,189,102,189,112,199,98,183,2,93,100,0,0,0,1,2,-1,-1,-1,-1,-1,-1,100282
鲁尼帖斯,173,74,22,4.5,4,23,23,25,22,5,0,0,0,0,0,0,0,3,0,15,18,-1,123,194,20,37,22,38,15,30,1638,3150,1638,3150,1794,3330,1560,3060,102,189,102,189,112,199,98,183,2,93,100,0,0,0,1,2,-1,-1,-1,-1,-1,-1,100282
特洛昆,174,63,17,4.5,4,23,21,23,17,9,0,0,0,0,0,0,0,3,0,1,1,-1,25,35,4,6,4,6,2,4,357,595,323,561,357,595,255,493,111,203,100,191,111,203,79,168,4,84,70,0,0,30,1,2,-1,-1,-1,-1,-1,-1,100277
特洛昆,175,63,17,4.5,4,23,21,23,17,9,0,0,0,0,0,0,0,3,0,10,14,-1,78,142,12,26,13,28,7,20,1113,2415,1007,2277,1113,2415,795,2001,111,203,100,191,111,203,79,168,4,84,70,0,0,30,1,2,-1,-1,-1,-1,-1,-1,100277
特洛昆,176,63,17,4.5,4,23,21,23,17,9,0,0,0,0,0,0,0,3,0,12,16,-1,90,159,14,29,16,31,9,22,1281,2695,1159,2541,1281,2695,915,2233,111,203,100,191,111,203,79,168,4,84,70,0,0,30,1,2,-1,-1,-1,-1,-1,-1,100277
特洛昆,177,63,17,4.5,4,23,21,23,17,9,0,0,0,0,0,0,0,3,0,16,20,-1,114,192,18,36,20,37,11,26,1617,3255,1463,3069,1617,3255,1155,2697,111,203,100,191,111,203,79,168,4,84,70,0,0,30,1,2,-1,-1,-1,-1,-1,-1,100277
达克尔,178,64,18,4.5,4,24,22,21,18,7,0,0,0,0,0,0,0,3,0,1,1,-1,27,37,4,7,4,7,2,5,396,648,360,612,342,594,288,540,112,201,102,190,96,184,81,168,3,85,0,80,20,0,1,2,-1,-1,-1,-1,-1,-1,100278
达克尔,179,64,18,4.5,4,24,22,21,18,7,0,0,0,0,0,0,0,3,0,9,13,-1,76,139,12,26,12,25,8,19,1100,2376,1000,2244,950,2178,800,1980,112,201,102,190,96,184,81,168,3,85,0,80,20,0,1,2,-1,-1,-1,-1,-1,-1,100278
达克尔,180,64,18,4.5,4,24,22,21,18,7,0,0,0,0,0,0,0,3,0,11,15,-1,88,156,14,29,14,28,9,22,1276,2664,1160,2516,1102,2442,928,2220,112,201,102,190,96,184,81,168,3,85,0,80,20,0,1,2,-1,-1,-1,-1,-1,-1,100278
达克尔,181,64,18,4.5,4,24,22,21,18,7,0,0,0,0,0,0,0,3,0,15,19,-1,113,189,18,35,18,35,11,27,1628,3240,1480,3060,1406,2970,1184,2700,112,201,102,190,96,184,81,168,3,85,0,80,20,0,1,2,-1,-1,-1,-1,-1,-1,100278
火鸡,190,291,17,4.5,4,19,18,10,33,9,0,0,0,0,0,0,3,1,0,1,1,-1,22,32,3,5,2,4,5,7,289,527,272,510,136,374,527,765,90,179,84,174,42,127,164,261,4,80,0,0,30,70,1,-1,-1,-1,-1,-1,-1,-1,100367
火鸡,191,291,17,4.5,4,19,18,10,33,9,0,0,0,0,0,0,3,1,0,8,10,-1,59,101,9,18,6,14,13,23,765,1643,720,1590,360,1166,1395,2385,90,179,84,174,42,127,164,261,4,80,0,0,30,70,1,-1,-1,-1,-1,-1,-1,-1,100367
火鸡,192,291,17,4.5,4,19,18,10,33,9,0,0,0,0,0,0,3,1,0,10,12,-1,70,116,10,21,7,16,16,27,901,1891,848,1830,424,1342,1643,2745,90,179,84,174,42,127,164,261,4,80,0,0,30,70,1,-1,-1,-1,-1,-1,-1,-1,100367
火鸡,193,291,17,4.5,4,19,18,10,33,9,0,0,0,0,0,0,3,1,0,12,14,-1,81,131,12,24,8,19,18,31,1037,2139,976,2070,488,1518,1891,3105,90,179,84,174,42,127,164,261,4,80,0,0,30,70,1,-1,-1,-1,-1,-1,-1,-1,100367
奇宝,194,294,20,4.5,4,18,24,11,40,9,0,0,0,0,0,0,3,1,0,1,1,-1,28,40,5,8,3,5,7,10,320,600,440,720,180,460,760,1040,78,162,107,194,44,124,186,280,2,93,0,0,80,20,1,-1,-1,-1,-1,-1,-1,-1,100370
奇宝,195,294,20,4.5,4,18,24,11,40,9,0,0,0,0,0,0,3,1,0,9,11,-1,74,120,13,24,7,17,19,31,832,1800,1144,2160,468,1380,1976,3120,78,162,107,194,44,124,186,280,2,93,0,0,80,20,1,-1,-1,-1,-1,-1,-1,-1,100370
奇宝,196,294,20,4.5,4,18,24,11,40,9,0,0,0,0,0,0,3,1,0,11,13,-1,85,136,16,28,9,20,22,35,960,2040,1320,2448,540,1564,2280,3536,78,162,107,194,44,124,186,280,2,93,0,0,80,20,1,-1,-1,-1,-1,-1,-1,-1,100370
奇宝,197,294,20,4.5,4,18,24,11,40,9,0,0,0,0,0,0,3,1,0,13,15,-1,97,152,18,31,10,22,25,39,1088,2280,1496,2736,612,1748,2584,3952,78,162,107,194,44,124,186,280,2,93,0,0,80,20,1,-1,-1,-1,-1,-1,-1,-1,100370
乌力,255,1,10,4.5,4,20,12,15,25,11,0,0,0,0,0,0,1,1,0,15,20,-1,84,159,9,25,11,27,15,31,1188,2752,660,2064,858,2322,1518,3182,99,192,55,144,71,162,126,222,5,72,80,20,0,0,1,-1,-1,-1,-1,-1,-1,-1,100250
乌力斯坦,256,3,15,4.5,4,22,17,19,17,11,0,0,0,0,0,0,1,1,0,15,20,-1,97,177,14,31,15,32,10,26,1420,3094,1065,2639,1207,2821,1065,2639,110,204,82,174,93,186,82,174,5,75,100,0,0,0,1,20,-1,-1,-1,-1,-1,-1,100252
卡比特,257,111,18,4.5,4,14,19,19,27,11,0,0,0,0,0,0,2,0,0,1,1,-1,21,31,3,6,3,6,4,7,216,468,306,558,306,558,450,702,66,156,93,186,93,186,137,234,5,79,0,0,70,30,1,2,-1,-1,-1,-1,-1,-1,100295
卡比特,258,111,18,4.5,4,14,19,19,27,11,0,0,0,0,0,0,2,0,0,15,20,-1,86,164,16,33,16,33,18,36,888,2444,1258,2914,1258,2914,1850,3666,66,156,93,186,93,186,137,234,5,79,0,0,70,30,1,2,-1,-1,-1,-1,-1,-1,100295
昆伊,259,113,15,4.5,4,13,20,17,25,11,0,0,0,0,0,0,2,0,0,15,20,-1,78,152,15,33,13,30,16,33,781,2275,1278,2912,1065,2639,1633,3367,60,150,99,192,82,174,126,222,5,75,0,0,50,50,1,2,-1,-1,-1,-1,-1,-1,100297
凯比特,260,114,19,4.5,4,16,20,16,28,9,0,0,0,0,0,0,2,0,0,15,20,-1,93,172,16,35,14,31,19,38,1050,2660,1350,3040,1050,2660,1950,3800,74,162,95,185,74,162,137,232,4,80,0,0,0,100,1,2,-1,-1,-1,-1,-1,-1,100298
多利凯拉,261,213,18,4.5,4,27,18,28,10,9,0,0,0,0,0,0,1,0,0,6,8,-1,60,100,8,16,11,20,3,10,950,1794,608,1380,988,1840,304,1012,132,226,84,174,137,232,42,127,4,83,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,100337
贝恩达斯,262,212,16,4.5,4,28,17,28,11,9,0,0,0,0,0,0,1,0,0,5,7,-1,52,88,6,14,9,18,2,9,832,1600,480,1160,832,1600,288,920,137,232,79,168,137,232,47,133,4,84,20,80,0,0,1,2,-1,-1,-1,-1,-1,-1,100336
龟之盾,263,51,14,4.5,4,20,18,34,9,9,0,0,0,0,0,0,0,0,0,6,8,-1,46,81,7,15,12,21,2,8,612,1344,544,1260,1088,1932,238,882,95,185,84,174,169,266,37,121,4,81,30,0,0,70,1,2,-1,-1,-1,-1,-1,-1,100271
绿龟,265,52,14,4.5,4,19,19,35,8,9,0,0,0,0,0,0,0,0,0,5,7,-1,40,72,6,14,11,19,1,7,510,1178,510,1178,990,1786,180,760,90,179,90,179,174,272,31,116,4,81,60,0,0,40,1,2,-1,-1,-1,-1,-1,-1,100272
贝洛恩,266,41,24,4.5,4,30,12,30,15,7,0,0,0,0,0,0,0,0,0,1,1,-1,41,55,4,7,7,11,3,6,672,1008,240,576,672,1008,312,648,142,235,51,134,142,235,66,151,3,87,0,100,0,0,1,2,-1,-1,-1,-1,-1,-1,100267
龟之盾,267,51,14,4.5,4,20,18,34,9,9,0,0,0,0,0,0,0,0,0,20,22,-1,123,191,19,35,32,49,6,20,1620,3136,1440,2940,2880,4508,630,2058,95,185,84,174,169,266,37,121,4,81,30,0,0,70,1,2,-1,-1,-1,-1,-1,-1,100271
龟之盾,268,51,14,4.5,4,20,18,34,9,9,0,0,0,0,0,0,0,0,0,21,23,-1,128,198,20,37,34,51,6,21,1692,3264,1504,3060,3008,4692,658,2142,95,185,84,174,169,266,37,121,4,81,30,0,0,70,1,2,-1,-1,-1,-1,-1,-1,100271
龟之盾,269,51,14,4.5,4,20,18,34,9,9,0,0,0,0,0,0,0,0,0,21,23,-1,128,198,20,37,34,51,6,21,1692,3264,1504,3060,3008,4692,658,2142,95,185,84,174,169,266,37,121,4,81,30,0,0,70,1,2,-1,-1,-1,-1,-1,-1,100271
龟之盾,270,51,14,4.5,4,20,18,34,9,9,0,0,0,0,0,0,0,0,0,28,30,-1,167,253,26,47,44,65,8,27,2196,4160,1952,3900,3904,5980,854,2730,95,185,84,174,169,266,37,121,4,81,30,0,0,70,1,2,-1,-1,-1,-1,-1,-1,100271
贝洛洛克,271,42,19,4.5,4,29,14,32,13,7,60,0,0,-20,0,0,0,0,0,1,1,-1,32,43,3,6,6,9,2,4,513,779,228,494,570,836,209,475,137,229,61,145,153,246,56,140,3,88,70,30,0,0,1,2,60,-1,-1,-1,-1,-1,100268
绿龟,272,52,14,4.5,4,19,19,35,8,9,0,0,0,0,0,0,0,0,0,20,22,-1,120,188,20,36,33,50,5,19,1530,3038,1530,3038,2970,4606,540,1960,90,179,90,179,174,272,31,116,4,81,60,0,0,40,1,2,-1,-1,-1,-1,-1,-1,100272
绿龟,273,52,14,4.5,4,19,19,35,8,9,0,0,0,0,0,0,0,0,0,21,23,-1,125,195,21,38,34,52,5,20,1598,3162,1598,3162,3102,4794,564,2040,90,179,90,179,174,272,31,116,4,81,60,0,0,40,1,2,-1,-1,-1,-1,-1,-1,100272
绿龟,274,52,14,4.5,4,19,19,35,8,9,0,0,0,0,0,0,0,0,0,21,23,-1,125,195,21,38,34,52,5,20,1598,3162,1598,3162,3102,4794,564,2040,90,179,90,179,174,272,31,116,4,81,60,0,0,40,1,2,-1,-1,-1,-1,-1,-1,100272
绿龟,275,52,14,4.5,4,19,19,35,8,9,0,0,0,0,0,0,0,0,0,28,30,-1,163,249,27,48,45,67,7,26,2074,4030,2074,4030,4026,6110,732,2600,90,179,90,179,174,272,31,116,4,81,60,0,0,40,1,2,-1,-1,-1,-1,-1,-1,100272
贝洛恩,278,41,24,4.5,4,30,12,30,15,7,0,0,0,0,0,0,0,0,0,22,24,-1,186,267,18,36,35,55,14,31,3024,4872,1080,2784,3024,4872,1404,3132,142,235,51,134,142,235,66,151,3,87,0,100,0,0,1,2,-1,-1,-1,-1,-1,-1,100267
贝洛恩,280,41,24,4.5,4,30,12,30,15,7,0,0,0,0,0,0,0,0,0,25,27,-1,207,295,20,40,39,60,15,34,3360,5376,1200,3072,3360,5376,1560,3456,142,235,51,134,142,235,66,151,3,87,0,100,0,0,1,2,-1,-1,-1,-1,-1,-1,100267
贝洛洛克,282,42,19,4.5,4,29,14,32,13,7,60,0,0,-20,0,0,0,0,0,22,24,-1,176,254,19,36,35,54,11,27,2781,4551,1236,2886,3090,4884,1133,2775,137,229,61,145,153,246,56,140,3,88,70,30,0,0,1,2,60,-1,-1,-1,-1,-1,100268
贝洛洛克,283,42,19,4.5,4,29,14,32,13,7,60,0,0,-20,0,0,0,0,0,25,27,-1,196,281,21,40,40,60,12,30,3105,5043,1380,3198,3450,5412,1265,3075,137,229,61,145,153,246,56,140,3,88,70,30,0,0,1,2,60,-1,-1,-1,-1,-1,100268
贝洛恩,285,41,24,4.5,4,30,12,30,15,7,0,0,0,0,0,0,0,0,0,20,21,-1,173,240,16,32,32,49,13,28,2800,4368,1000,2496,2800,4368,1300,2808,142,235,51,134,142,235,66,151,3,87,0,100,0,0,1,2,-1,-1,-1,-1,-1,-1,100267
贝洛恩,286,41,24,4.5,4,30,12,30,15,7,0,0,0,0,0,0,0,0,0,21,23,-1,179,258,17,35,34,53,13,30,2912,4704,1040,2688,2912,4704,1352,3024,142,235,51,134,142,235,66,151,3,87,0,100,0,0,1,2,-1,-1,-1,-1,-1,-1,100267
贝洛恩,287,41,24,4.5,4,30,12,30,15,7,0,0,0,0,0,0,0,0,0,23,25,-1,193,277,18,37,36,56,14,32,3136,5040,1120,2880,3136,5040,1456,3240,142,235,51,134,142,235,66,151,3,87,0,100,0,0,1,2,-1,-1,-1,-1,-1,-1,100267
贝洛洛克,289,42,19,4.5,4,29,14,32,13,7,60,0,0,-20,0,0,0,0,0,20,23,-1,162,245,17,35,33,52,10,26,2565,4387,1140,2782,2850,4708,1045,2675,137,229,61,145,153,246,56,140,3,88,70,30,0,0,1,2,60,-1,-1,-1,-1,-1,100268
贝洛洛克,290,42,19,4.5,4,29,14,32,13,7,60,0,0,-20,0,0,0,0,0,22,25,-1,176,263,19,38,35,56,11,28,2781,4715,1236,2990,3090,5060,1133,2875,137,229,61,145,153,246,56,140,3,88,70,30,0,0,1,2,60,-1,-1,-1,-1,-1,100268
贝洛洛克,291,42,19,4.5,4,29,14,32,13,7,60,0,0,-20,0,0,0,0,0,24,26,-1,189,272,20,39,38,58,12,29,2997,4879,1332,3094,3330,5236,1221,2975,137,229,61,145,153,246,56,140,3,88,70,30,0,0,1,2,60,-1,-1,-1,-1,-1,100268
姆伊,301,242,20,4.5,4,36,19,22,10,5,0,0,0,0,0,0,0,0,0,1,1,-1,38,49,4,7,5,8,1,4,680,960,340,620,400,680,160,440,173,268,86,173,102,190,40,123,3,87,0,100,0,0,1,2,110,-1,-1,-1,-1,-1,100348
卡克尔,303,181,18,4.5,4,20,21,21,24,7,0,0,0,0,0,0,0,1,0,1,1,-1,25,36,4,6,4,6,3,6,324,576,342,594,342,594,396,648,91,179,96,184,96,184,112,201,3,86,30,70,0,0,1,2,-1,-1,-1,-1,-1,-1,100323
巴克,304,182,20,4.5,4,17,26,19,27,7,0,0,0,0,0,0,0,1,0,1,1,-1,27,38,5,8,4,7,5,7,300,580,480,760,340,620,500,780,76,162,122,212,86,173,127,218,3,89,0,0,40,60,1,2,-1,-1,-1,-1,-1,-1,100324
鲍,305,183,17,4.5,4,16,23,20,28,7,0,0,0,0,0,0,0,1,0,1,1,-1,22,32,4,6,3,6,4,6,238,476,357,595,306,544,442,680,71,156,107,196,91,179,132,224,3,87,20,0,0,80,1,2,-1,-1,-1,-1,-1,-1,100325
卡拉卡利,306,184,17,4.5,4,15,23,23,26,7,0,0,0,0,0,0,0,1,0,1,1,-1,21,31,4,6,4,6,4,6,221,459,357,595,357,595,408,646,66,151,107,196,107,196,122,212,3,87,70,0,0,30,1,2,-1,-1,-1,-1,-1,-1,100326
贝鲁卡,307,191,24,4.5,4,23,28,16,25,5,0,0,0,0,0,0,3,3,0,1,1,-1,37,51,7,10,4,8,5,8,504,840,624,960,336,672,552,888,102,189,127,216,68,151,112,199,2,92,60,40,0,0,1,2,-1,-1,-1,-1,-1,-1,100327
贝鲁伊卡,308,192,23,4.5,4,21,30,13,28,5,0,0,0,0,0,0,3,3,0,1,1,-1,34,48,7,10,4,7,5,9,437,759,644,966,253,575,598,920,93,178,137,226,53,135,127,216,2,92,0,0,30,70,1,2,-1,-1,-1,-1,-1,-1,100328
格鲁西斯,309,193,21,4.5,4,20,30,13,28,5,0,0,0,0,0,0,3,3,0,1,1,-1,30,43,6,9,3,6,5,8,378,672,588,882,231,525,546,840,88,172,137,226,53,135,127,216,2,91,0,0,80,20,1,2,-1,-1,-1,-1,-1,-1,100329
金格萨贝鲁,310,194,25,4.5,4,19,29,18,29,-1,0,0,0,0,0,0,3,3,1,1,1,-1,37,51,8,11,5,9,6,10,425,775,675,1025,400,750,675,1025,79,161,126,213,75,156,126,213,1,95,30,0,0,70,1,2,40,-1,-1,-1,-1,-1,100330
多利诺布斯,315,211,12,4.5,4,26,21,26,12,7,0,0,0,0,0,0,1,0,0,1,1,-1,19,26,2,4,3,5,1,2,288,456,228,396,288,456,120,288,122,212,96,184,122,212,51,134,3,85,0,30,70,0,1,2,-1,-1,-1,-1,-1,-1,100335
贝恩达斯,316,212,16,4.5,4,28,17,28,11,9,0,0,0,0,0,0,1,0,0,1,1,-1,26,35,3,5,4,7,1,3,416,640,240,464,416,640,144,368,137,232,79,168,137,232,47,133,4,84,20,80,0,0,1,2,-1,-1,-1,-1,-1,-1,100336
多利凯拉,317,213,18,4.5,4,27,18,28,10,9,0,0,0,0,0,0,1,0,0,1,1,-1,28,39,3,6,5,8,1,3,450,702,288,540,468,720,144,396,132,226,84,174,137,232,42,127,4,83,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,100337
多洛布斯,318,214,14,4.5,4,26,19,29,9,9,0,0,0,0,0,0,1,0,0,1,1,-1,21,30,3,5,4,6,0,2,336,532,238,434,378,574,98,294,127,220,90,179,143,237,37,121,4,83,100,0,0,0,1,2,-1,-1,-1,-1,-1,-1,100338
